title,score,members,favorites
Layton Kyouju to Eien no Utahime,7.68,17035,102
Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso,7.18,1390,3
Tobidase! Machine Hiryuu,5.8,142,0
Shounan Bakusouzoku,6.64,642,2
Sore Ike! Anpanman: Yumeneko no Kuni no Nyanii,6.04,138,0
Toki no Tabibito: Time Stranger,6.15,1940,2
.hack//Versus: The Thanatos Report,6.45,5305,1
Brigadoon: Marin to Melan,7.39,7657,113
Spocon!,7.03,4164,14
Inazuma Eleven Go: TCG CM NG-shuu,6.91,1429,1
Corpse Party: Missing Footage,6.32,77108,139
One Piece 3D: Mugiwara Chase,7.26,29537,48
Blossom,6.59,3446,2
Yasai no Yousei: N.Y.Salad,5.96,223,0
Kojin Toshi,4.65,213,1
Kitakaze no Kureta Table-kake,4.55,54,0
Daikyouryuu Jidai,6.08,349,0
Ramayana: The Legend of Prince Rama,7.48,800,6
Himitsukessha Taka no Tsume NEO,6.0,248,0
Paboo & Mojies,4.64,149,0
Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys,7.08,57247,66
gdgd Fairies 2,7.1,1614,10
Around,5.65,652,1
Hikari no Densetsu,6.69,2658,14
Tsuki to Azarashi,6.0,45,0
Haiyore! Nyaruko-san F,7.64,30247,56
Kemeko Deluxe!,6.69,30794,47
Chou Deneiban SD Gundam Sangokuden Brave Battle Warriors,6.18,1432,2
The Everlasting Guilty Crown,7.96,17724,57
Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!,7.38,1379,1
Peeping Life: The Perfect Extension,5.68,318,0
Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,6.77,1584,5
Yomigaeru Sora: Rescue Wings,7.5,8754,30
Fr/day Night,5.25,322,0
Awate Tokoya,5.02,142,0
"Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode",7.43,6375,4
Shin Reyon Densetsu: Mou Hitori no Flair,5.41,512,0
Karneval (TV),7.3,135145,1019
Ojamajo Doremi Sharp Movie,7.24,2668,3
Military!,5.89,25589,16
MTV Japan Station ID,4.87,225,0
Gakuen 3,6.63,2988,12
Taka no Tsume 7: Joou Heika no Jobuubu,6.36,72,0
Cardfight!! Vanguard: Link Joker-hen,7.36,11830,63
Nonki na Tou-san Ryuuguu Mairi,5.24,131,0
Detective Conan Movie 02: The Fourteenth Target,8.0,33950,46
DRAMAtical Murder OVA: Data_xx_Transitory,6.24,17330,41
Tasogare Otome x Amnesia,7.93,226392,3060
Yuuki Yuuna wa Yuushabu Shozoku 3,6.69,1668,0
Teekyuu 9,6.73,7154,10
Kiekaketa Monogataritachi no Tame ni,5.07,603,2
Hidamari Sketch x 365 Recap,6.5,660,0
Gokusen,7.47,26382,172
Kemonozume,7.5,43671,355
Ikoku Meiro no Croisée Picture Drama,6.41,2991,0
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin,6.38,9319,29
Yasashii Kinyoubi,3.8,563,0
Ashita Genki ni Nare!: Hanbun no Satsumaimo,6.51,508,0
Ginga Tetsudou Monogatari: Eien e no Bunkiten,7.03,2512,4
Bleach Movie 1: Memories of Nobody,7.55,176390,657
Oshare Kozou wa Hanamaru,5.8,432,0
Soap no Moko-chan,6.27,929,2
Shimanchu MiRiKa,5.59,328,0
Fuuka,6.73,136544,587
Ame no Ten Ten,4.78,86,0
Level E,7.53,65234,282
Highschool Aurabuster: Hikari no Mezame,6.25,422,1
Imouto to Sono Yuujin ga Ero Sugite Ore no Kokan ga Yabai,6.84,4271,13
Baymax,6.07,949,0
Aoi Hitomi no Onnanoko no Ohanashi,6.24,438,0
Cynical Hysterie Hour: Trip Coaster,5.18,160,1
Karo to Piyobupt: Sandwich,5.21,441,0
Reiju Gakuen,5.75,1544,3
Hi☆sCoool! SeHa Girls Special,5.64,493,0
Funassyi to Yukaina Kyoudai,4.82,97,0
Baby Baachan,6.63,506,0
Koikishi Purely☆Kiss The Animation: Special Edition,6.51,733,1
K: Seven Stories Movie 1 - R:B - Blaze,0.0,40490,115
Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,8.17,16650,36
Mobile Suit Gundam Unicorn,8.31,52688,1066
Tsuma no Haha Sayuri,6.54,2728,9
Ao Oni The Animation (Movie),4.4,4342,0
Ojarumaru Yakusoku no Natsu Ojaru to Semira Movie,4.95,141,0
Shunga,3.52,413,0
Yami Shibai,7.18,49164,159
Bloodivores,5.69,61511,74
Hunter x Hunter: Greed Island Final,8.38,72065,195
Kamisama no Inai Nichiyoubi,7.47,152358,817
Eureka Seven AO,6.81,66781,179
Mad★Bull 34,6.35,5115,38
Daikuu Maryuu Gaiking,6.9,1242,2
Kikansha Yaemon,5.62,119,1
Detective Conan Movie 07: Crossroad in the Ancient Capital,7.96,28158,26
Daisougen to Hakuba,5.94,142,0
Muteki Robo Trider G7,6.56,495,1
"""Parade"" de Satie",3.77,61,0
Major S6,8.46,33211,307
Decadence: Remix,4.14,30,0
Nana,8.51,262266,12291
Black Jack: Sora kara Kita Kodomo,6.9,2032,2
Luck & Logic,6.23,69667,117
Columbos,4.97,203,0
Black Shout,6.58,656,1
Sakura Taisen: Sumire,6.49,1888,2
PES: Peace Eco Smile,5.73,2759,0
Burn Up Excess,6.66,7383,17
Lupin III: Nusumareta Lupin,7.23,3337,2
Neko no Robu,5.54,340,1
Portrait,4.7,180,0
Kori no Koe,0.0,1150,0
Henkei Sakuhin Dai 2-ban,4.32,156,0
Okusama ga Seitokaichou! OVA: Okusama Gekijou,6.97,5712,6
Exper Zenon,5.67,793,1
Cluster Edge Specials,6.7,1045,3
Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen,6.46,914,1
Seikai no Senki Special,7.42,2491,2
Mou Hitotsu no Nijiiro Toshi,4.38,192,0
HeatGuy J Special,7.22,1879,1
Junk Boy,6.1,4164,12
Inakappe Taishou,6.58,280,0
Maze☆Bakunetsu Jikuu (TV),6.75,4336,8
Shukufuku no Campanella Specials,5.94,3193,1
Tantei Opera Milky Holmes: Summer Special,7.04,5565,3
MapleStory Special,5.77,227,0
Romeo no Aoi Sora,8.45,22086,318
Saimin☆Gakuen,6.13,959,2
Crusher Joe,6.93,3336,5
Saiki Kusuo no Ψ-nan (TV),8.56,144096,2969
Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,7.49,1261,8
Nar Doma Special,6.11,123,0
Otogi Story Tenshi no Shippo Specials,6.52,1502,0
Owari no Seraph: Nagoya Kessen-hen,7.8,307662,1756
Pretty Rhythm: Rainbow Live,7.75,6610,121
Ikedaya Soudou,3.79,123,0
Kara no Kyoukai 8: Shuushou,7.26,58313,100
Golgo 13: Queen Bee,6.68,5739,6
Seitokai no Ichizon,7.45,132383,635
Saiki Kusuo no Ψ-nan (TV) 2,8.67,61570,473
Pokemon Diamond & Pearl,7.24,64651,283
Sora no Otoshimono: Forte,7.75,187755,920
Minihams no Kekkon Song,5.44,199,0
Pokemon Diamond & Pearl: Clip Show,6.35,1181,0
Origami Warriors,7.0,222,5
Dennou Coil,8.15,95553,1333
Haunted Junction,6.81,2922,10
Meikyoku to Dai Sakkyokka Monogatari,5.86,87,0
Tough Guy!,4.64,96,0
Akina to Onsen de H Shiyo!,6.48,5564,41
Auction: Bijo Dorei,5.33,826,4
Ujusonyeon Kaesi,4.3,87,0
Agigongryong Doolie (Movie),5.8,218,0
Boku wa Konomama Kaeranai,5.59,7111,4
xxxHOLiC Kei,8.3,89671,480
Princess Nine: Kisaragi Joshikou Yakyuubu,7.27,7131,35
Sekai de Ichiban Tsuyoku Naritai!,5.92,32600,57
Versailles no Bara to Onna-tachi,7.36,2050,37
Hong Xing Xiao Yong Shi,6.11,195,0
FunaQ: Funassyi to Soutai-kun,4.57,51,0
Yakumo Tatsu,6.19,2787,2
Bouken Korobokkuru,6.3,245,0
Hakken Taiken Daisuki! Shimajirou,6.41,166,0
Ghost in the Shell: Stand Alone Complex 2nd GIG,8.55,149392,2392
Nineko Gelée,4.41,127,0
Shin Koihime†Musou,6.94,23845,41
Strike the Blood II,7.27,71129,170
Gamba to Kawauso no Bouken,6.56,151,0
Tamayura: Sotsugyou Shashin Part 2 - Hibiki,7.83,4790,4
Keroro,6.98,4603,14
Doraemon: Doraemon Comes Back (Movie),7.12,868,1
Backkom Meogeujan Yeohaeng,5.86,177,1
Jeremy no Ki,5.62,70,0
Lord of Vermilion IV,4.29,156,0
Majin Tantei Nougami Neuro,7.71,49846,544
Garakuta-doori no Stain,6.89,773,5
3-Nen C-Gumi 14-Ban Kubozono Chiyoko no Nyuukaku,5.45,615,2
Kobato.,8.06,106541,1320
Choujuu Densetsu Gestalt,6.19,2934,5
Taiyou no Ouji: Horus no Daibouken,6.6,4736,8
Grimm Masterpiece Theater II,7.48,1481,2
Tekkon Kinkreet Pilot,4.89,654,0
One Room,5.64,42975,57
Shouwa Ahozoushi Akanuke Ichiban!,6.77,382,1
Inazuma Eleven Go: Chrono Stone,7.38,19456,173
Blend,4.49,209,0
Makyou Densetsu Acrobunch,6.32,446,0
Megumi to Taiyou: Kajuu Gummi Tweet Love Story,5.32,619,0
Tentai Senshi Sunred 2nd Season,8.04,5515,25
Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,5.95,4023,6
Chibi Maruko-chan (1995),7.31,1720,17
Mukashi Mukashi Momotarou,5.31,53,0
Animation!,5.95,486,3
Kuroko no Basket 2nd Season,8.49,351815,3575
Mujin Wakusei Survive,7.74,15745,175
Mei to Koneko Bus,7.41,11373,16
Dash! Kappei,7.3,3287,23
Yume no Ukiyo ni Saitemina,5.85,869,0
Kidou Senkan Nadesico: The Prince of Darkness,6.86,11094,29
Shiroki Tenshi-tachi no Rondo,5.95,1708,7
Wana: Hakudaku Mamire no Houkago,6.63,3729,15
Makai Ouji: Devils and Realist,7.17,74484,370
Maburaho,6.94,71300,228
Tales of the Rays,6.07,3312,0
Otome Hime,6.41,2140,0
Peach Command Shin Momotarou Densetsu,6.64,104,0
Hanada Shounen-shi,8.12,8081,89
Cyborg 009: Call of Justice 3,6.67,1720,2
Mouryou no Hako,7.28,42886,190
Saishuu Chikan Densha Next,6.73,3111,12
Sin: Nanatsu no Taizai Zange-roku,5.88,4508,4
Furusato Japan,6.91,1734,2
Interlude,6.59,9204,17
Poputepipikku,7.39,98922,598
Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,7.64,2348,7
Ponta to Ensoku,6.13,238,0
Yakusoku (ONA),6.77,864,0
Spo-chan Taiketsu: Youkai Daikessen,5.63,156,0
Odoriko Clinoppe,5.33,149,0
The iDOLM@STER,7.71,102438,1415
Nemurenu Yoru no Chiisana Ohanashi,5.86,80,0
Passion,6.68,2361,4
Mahoutsukai no Yome Recap,7.37,6658,20
Toji no Miko,6.35,37082,94
Sword Art Online Alternative: Gun Gale Online - Refrain,0.0,5246,8
Angel Heart,7.35,11397,55
Princess Rouge,5.91,1256,3
Usavich II,7.23,3778,3
Kirameki☆Project,6.35,1373,1
Junjou Shoujo Et Cetera,6.78,3374,11
Himitsukessha Taka no Tsume The Movie 1: Soutou wa Nido Shinu,4.85,198,0
Gakkou no Kowai Uwasa: Hanako-san ga Kita!!,6.51,919,2
Otome Dori,6.01,9804,101
Ghost in the Shell: The New Movie Virtual Reality Diver,6.7,3428,6
Sora Iro no Tane,5.94,2471,0
Ijime Stop! Kintarou Kokoro Chikaramochi,4.33,36,0
Koutetsu no Majo Annerose,6.92,7285,86
Moving Colors,5.59,277,1
Ore no Sora Keiji-hen,5.83,209,0
"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken Specials",6.58,11990,10
Challenge Ichinensei de Kakkoii Ichinensei ni Henshin!,5.54,215,0
PriPri Chii-chan!!,6.25,2056,7
Sekai Meisaku Douwa,6.32,289,1
Kämpfer Picture Drama,5.49,11453,7
Mouretsu Pirates,7.22,55902,245
Kai Doh Maru,5.68,6213,4
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,7.67,142665,1215
Uchuu Neko: Mardock no Bouken,4.75,131,0
Channel 5.5 3rd Season,5.82,440,0
Perman (1983) Specials,5.53,135,0
Kamiusagi Rope Movie Episode 0,4.73,174,0
Go! Princess Precure,7.8,7454,153
Detective Conan: City Exploration! Get the Animal Mark!,6.61,724,2
Samurai 7,7.57,87185,655
Bleach Colorful!: Gotei Juusan Yatai Daisakusen!,6.61,6003,15
Tenchi Muyou! Ryououki 3rd Season: Tenchi Seirou naredo Namitakashi?,7.36,8058,13
D-Frag!,7.7,218740,1719
Hal no Fue,5.95,247,0
Divergence Eve 2: Misaki Chronicles,6.36,5390,8
Naccio to Pomm,5.29,71,1
Canary,4.78,1373,0
Anime Sanjuushi: Aramis no Bouken,6.68,870,3
Go! Go! Kadendanshi,5.22,220,0
Cosmic Break,6.18,392,2
Bloody Bunny,6.04,306,0
Ultraman Kids: M7.8 Sei no Yukai na Nakama,5.33,182,0
Strike Witches: Operation Victory Arrow,7.45,15030,31
Dantalian no Shoka: Ibarahime,7.23,16401,10
Aku no Hana,7.18,112618,1717
Tough Boy,3.33,33,0
Mahou Shoujo wa Kiss Shite Kawaru,5.08,1424,2
Soukan Rensa,5.78,1132,3
Kyuuketsuki,5.92,4553,27
Happy Jozy,4.58,344,0
Haikyuu!! Second Season,8.87,333808,6571
100-man-nen Chikyuu no Tabi: Bander Book,5.96,672,5
Pankis! 2-jigen,5.95,418,1
Toyoichi,4.17,44,0
Beatless Intermission,5.46,3913,7
Aware! Meisaku-kun: Meiji Saite Oishii Mozzarella,3.88,115,0
Liz to Aoi Tori,7.54,13838,24
Pokemon Diamond & Pearl Specials,7.12,7515,4
Bucket de Gohan,6.39,165,1
Sister Princess,6.52,16912,63
Nodoka Mori no Doubutsu Daisakusen,5.83,241,0
Manga Hana no Kakarichou,5.67,92,0
Break-Age,5.9,334,1
Kuroi Kikori to Shiroi Kikori,6.18,344,0
Vampire Knight,7.3,350090,7929
Ganbare Goemon: Jigen Jou no Akumu,6.18,166,0
Working&#039;!! Announcement Specials,6.83,10763,9
Daisougen no Chiisana Tenshi: Bush Baby,7.26,1276,3
Penguin&#039;s Memory: Shiawase Monogatari,6.85,545,4
Harukanaru Toki no Naka de 3: Kurenai no Tsuki,6.95,2670,7
Pokemon: Pikachu no Fushigi na Fushigi na Daibouken,6.5,3867,1
Bakusou Kyoudai Let&#039;s & Go Special,6.48,503,1
Naruto SD: Rock Lee no Seishun Full-Power Ninden,7.25,40401,171
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,7.04,161469,310
Tamashichi!,5.0,62,0
Jingi,5.97,178,0
Slayers Evolution-R,7.5,23416,38
Oh! Super Milk-chan,6.06,3369,13
Aoki Hagane no Arpeggio: Ars Nova Cadenza,8.03,18925,100
Sexy Commando Gaiden: Sugoiyo!! Masaru-san Specials,6.57,1204,2
Yakusoku no Neverland,0.0,896,10
Saint Seiya: Shinku no Shounen Densetsu,7.38,10379,17
Ninpuu Kamui Gaiden,6.95,933,7
Xiang Qi Wang,6.21,341,1
Aa! Megami-sama! (TV),7.43,112066,1011
Hatara Kids Mai Ham Gumi,5.61,270,0
Hungry Heart: Wild Striker,7.69,16161,204
Itadaki! Seieki♥ Special,7.11,5760,12
Fight Ippatsu! Juuden-chan!! Specials,6.62,5384,4
Quantum Leap,4.77,273,0
Rescue YoYo,3.25,105,0
Zombie Clay Animation: I&#039;m Stuck!!,4.16,143,0
And And,5.44,618,1
Konigiri-kun,4.8,71,0
Shin Ruri-iro no Yuki,5.87,522,1
Mitsuboshi Colors,7.52,38349,150
Lupin III: Dead or Alive,7.28,5650,2
Phi Brain: Kami no Puzzle,7.28,78087,201
Kaze no Stigma,7.44,269967,1917
The Samurai,6.05,1133,2
Butlers: Chitose Momotose Monogatari,5.75,13305,31
Tonari no Totoro,8.45,404788,4194
Mechano: Scientific Attack Force,3.26,184,0
Q Transformers: Saranaru Ninki Mono e no Michi,5.72,337,0
Tonari no 801-chan R,5.93,2270,0
Platonic Chain,5.67,1480,1
Gegege no Kitarou (2018),6.89,17157,32
Rocket Girls,6.98,5649,8
Futakoi,6.59,27009,18
Urawa no Usagi-chan Special,5.29,1308,0
"Donten ni Warau Gaiden: Shukumei, Soutou no Fuuma",0.0,3879,4
Shogi Hour,4.98,540,0
Onegai☆Teacher: Reminiscence Disc,6.89,3126,1
Houkago: Nureta Seifuku,6.54,6634,70
Ikkitousen: Great Guardians,6.9,43866,78
Houkago Nyannyan,6.07,3335,11
Nyani ga Nyandaa Nyandaa Kamen,6.55,275,2
Kamisama Minarai: Himitsu no Cocotama Movie - Kiseki wo Okose♪ Tepple to Dokidoki Cocotama-kai,5.44,204,0
Money Wars: Nerawareta Waterfront Keikaku,5.24,197,2
Train Heroes Movie,6.25,95,0
Shonan Junai Gumi!,7.57,25428,107
Hachimitsu to Clover II,8.34,71737,858
Wooser no Sono Higurashi: Ken to Pants to Wooser to,6.12,2531,0
Pure Mail,6.34,2368,13
Seitokai no Ichizon Lv.2: Watasu Seitokai,7.39,14454,6
Okawari-Boy Starzan-S,6.76,201,1
Himesama Goyoujin,6.41,1821,2
Hundred,6.57,156570,398
Ranma ½: Kessen Tougenkyou! Hanayome wo Torimodose!,7.5,14227,16
Kusakeiba,3.63,32,0
Hatsumei Boy Kanipan,6.79,486,5
Nanatsu no Taizai,8.29,629352,11558
School Rumble,8.02,214621,4522
Dragon Ball Z,8.31,534974,21295
Digimon Frontier: Ornismon Fukkatsu!!,6.98,14132,10
Great Mazinger tai Getter Robo,6.33,1255,3
So Ra No Wo To,7.59,106891,1201
Kimi ni Todoke 2nd Season: Kataomoi,7.26,42385,38
Marude Sekai,5.13,118,0
H. P. Lovecraft&#039;s The Dunwich Horror and Other Stories,6.32,2099,4
Ghost in the Shell: Arise - Logicoma Specials,6.39,4188,2
Kanashiki Mongoose,4.87,143,0
Ankoku Cat VS,4.89,119,0
Genei Toushi Bastof Lemon,6.22,807,1
Hate You,6.0,1521,2
Futari Ecchi (2014),6.37,5038,2
K: Seven Stories Movie 2 - Side:Blue - Tenrou no Gotoku,0.0,4168,5
Ladies versus Butlers! Specials,6.43,22305,25
Ansatsu Kyoushitsu,8.22,574476,9953
Boku wa Tomodachi ga Sukunai,7.47,441348,3255
Macross Fufonfia,5.7,2476,0
Ranma ½: Nettou Uta Gassen,7.32,4386,3
Forsaken,5.83,753,1
Kara no Shoujo,5.66,3833,11
Princess Lover! OVA,6.8,21927,105
Baki,6.19,3167,10
Kikou Kai Galient,6.64,1663,6
Sugata Sanshirou,6.68,247,2
Ikkyuu-san: Ooabare Yancha-hime,6.35,115,0
Kimitachi wa Dou Ikiru ka,0.0,455,1
Tairiki Tarou no Mucha Shuugyou,4.73,1006,1
Halfway,4.77,85,0
Musaigen no Phantom World: Limitless Phantom World,6.33,12802,13
Sword Art Online: Alicization,0.0,77620,392
Go-hiki no Kozaru-tachi,4.14,119,0
Inshitsu Otaku ni Ikareru Kanojo,6.28,3544,19
Kunoichi Bakumatsu Kitan,6.05,1596,3
Buddy Complex,7.26,55390,168
Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,7.84,34770,38
Arete Hime,7.03,7804,34
Uchuu Kaizoku Sara,6.96,6723,75
Unicorn no Kyupi,4.5,53,0
Mouretsu Pirates: Abyss of Hyperspace,7.22,9510,12
Pacusi,5.28,284,0
Kagerouka-kun,5.05,117,0
Kanojo wa Zombie,5.98,712,0
Kizumonogatari I: Tekketsu-hen,8.43,192398,1025
Anyamal Tantei Kiruminzoo,7.09,4708,30
Oyayubi-hime,6.75,29,0
Persona 2: Another Self,6.22,2547,2
Pale Cocoon,7.46,50270,201
Toriko Hime: Hakudaku Mamire no Reijou,6.44,3750,8
Narara Wondeogongju,3.22,132,0
Future GPX Cyber Formula Graffiti,6.19,301,0
Captain,6.19,158,0
Ousama to Nightingale,5.73,56,0
Bokura ga Ita,7.46,152546,1992
Choujuu Kishin Dancougar,6.74,2461,5
Sore Ike! Anpanman: Kaiketsu Naganegiman to Yakisobapanman,6.44,146,0
Aoi Meno Ningyou Monogatari,3.67,55,0
Star Driver: Kagayaki no Takuto,7.32,78438,531
Sore Ike! Anpanman: Tsukiko to Shiratama - Tokimeki Dancing,5.47,123,0
Chou Tokkyuu Hikarian,6.56,415,2
Kakuchou Shoujo-kei Trinary: Ex.MV,6.65,624,2
Chousoku Henkei Gyrozetter,6.56,3739,12
Hissatsu Chikan Nin,6.2,2377,5
Bikkuriman,6.47,351,0
Heisei Tensai Bakabon,6.5,250,1
Fate/kaleid liner Prisma☆Illya 2wei Herz!,7.37,67317,168
Momotarou no Koutsuu Anzen Kyoushitsu,6.33,35,0
Waku Waku Koma-chan,4.0,69,0
Kudan,6.55,225,0
Mobile Suit Gundam-san: Hiyoko day&#039;s Ichisuisei Hiyoko to Fushigi na Ofuda,5.77,466,0
Kiko-chan Smile,6.42,470,0
Strike the Blood III,0.0,11329,20
Taiho Shichau zo: Full Throttle Special,7.13,1860,0
Tousan no Tsukutta Uta,4.95,245,0
Micro Teukgongdae Diatron 5,3.49,567,4
Persona 3 the Movie 2: Midsummer Knight&#039;s Dream,7.81,41212,128
Macross,8.04,58501,1246
Bary-san no Shokoku Manyuuki,5.5,59,0
Music Up,6.09,194,0
Mobile Suit Gundam Wing,7.84,102852,2222
Shizuku,5.81,1731,0
Daisuki! Nendomama,5.83,82,0
Kuttsukiboshi,6.33,27579,93
SoniAni: Super Sonico The Animation,6.2,56268,145
Shining Hearts: Shiawase no Pan - Kokoro ga Todoita Picture Drama,5.98,1552,1
Youkai Ninpouchou Jiraiya!,4.63,123,0
Digimon Adventure tri. 1: Saikai,7.62,76441,298
Flutter of Birds: Tori-tachi no Habataki,5.8,1437,3
Blue Seed,7.1,18246,105
Kaumori,5.57,840,1
Fate/stay night: Unlimited Blade Works - Prologue,8.23,152748,270
Xia Lan,5.45,96,0
Stitch!: Zutto Saikou no Tomodachi Special,5.99,309,1
Hidamari Sketch x ☆☆☆,7.96,18378,129
Sore Ike! Anpanman: Kyouryuu Nosshii no Daibouken,5.84,159,0
Touch 3: Kimi ga Toorisugita Ato ni - Don&#039;t Pass Me By,6.87,1238,0
Mother: Saigo no Shoujo Eve,5.83,837,8
Doraemon: Obaachan no Omoide,7.45,1133,3
Ahiru no Otegara,5.02,1023,2
"Haikara-san ga Tooru Movie 1: Benio, Hana no 17-sai",7.19,5830,7
Mokkai Shiyo?,6.33,2832,4
Seraphim Call,6.08,2962,3
Issho ni Training: Training with Hinako,4.85,13855,20
Boku wa Robot-goshi no Kimi ni Koi wo Suru,6.48,1851,4
Dead World,3.6,938,0
YU-NO,5.25,988,2
Sukitte Ii na yo.,7.67,313467,3479
Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,6.98,120119,153
Atama Yama,6.57,5331,7
Sore Ike! Anpanman: Anpanman to Oyakusoku,5.25,120,0
Mitsu x Mitsu Drops,6.12,19359,77
Kimi no Na wa.,9.19,730076,34912
Naisho no Hanashi,6.48,2818,1
Tetsuwan Atom (1980),7.23,7273,61
Meoteoldosawa Ttomae,4.8,105,0
Kacchikenee!,6.4,1292,1
Kamiwaza Wanda,5.5,387,0
Wakaba*Girl,6.96,28508,57
Kamisama no Inai Nichiyoubi: Kioku,6.99,22149,14
Message Song,5.42,206,0
KO Seiki Beast Sanjuushi,6.61,1531,6
Private Emotion,5.47,960,3
Pastel Kazoku,3.9,67,0
Tenchi Muyou! Ryououki,7.74,31403,454
Kakumeiki Valvrave 2nd Season,7.39,67766,193
Garo: Uzusumizakura,0.0,1417,1
Mister Ajikko Special,6.72,174,0
Kuma no Minakuro to Kouhei Jiisan,6.4,93,0
Hoshikuzu Paradise,5.71,402,0
Nakano Harada Kekkon Kyousoukyoku,3.68,53,0
Double-J,5.57,9317,5
Mahou no Star Magical Emi,6.76,2307,9
Doraemon: Nobita to Mirai Note,6.38,402,0
Puchimas!: Petit iDOLM@STER,7.22,10701,30
Kuiba II: Dazhan Yuan Yang Jie,6.98,266,3
Shoujo-tachi no Sadism The Animation,6.88,3630,14
Love Like Aliens,5.62,758,0
Neon Genesis Evangelion: Death & Rebirth,7.5,121923,384
Detective Conan Movie 05: Countdown to Heaven,8.24,33141,34
Harukanaru Toki no Naka de: Hachiyou Shou,7.14,17038,108
Ravex in Tezuka World,5.78,818,1
Poka Poka Mori no Rascal,5.28,142,1
Gowapper 5 Gordam,6.31,312,1
Daiakuji: The Xena Buster Specials,6.71,2614,3
Kaiketsu Jouki Tanteidan,6.75,2725,5
Granblue Fantasy,6.73,3729,4
.hack//G.U. Returner,6.85,17168,37
Mazinger Z,7.42,8184,75
Appleseed XIII Remix Movie 2: Yogen,6.55,2978,1
Manga Edo Erobanashi,3.3,227,0
Genius Party Beyond,7.35,12502,43
Hime-chan no Ribbon,7.55,4599,39
Soul Eater: Late Night Show,6.91,14374,30
Deimos no Hanayome: Ran no Kumikyoku,5.91,2700,6
Shingeki no Kyotou,6.37,9615,38
Major 2nd (TV),7.6,8858,28
True Tears,7.49,142182,828
Yadamon,6.34,551,1
Kimi no Na wo Yobeba,6.5,2935,16
Imakara Atashi......,6.26,2223,8
Esper Mami Special: My Angel Mami-chan,6.48,200,0
Arcana Famiglia: Capriccio - stile Arcana Famiglia,6.92,15496,10
Yuusei Kamen,6.32,183,0
Cross Game,8.5,70545,2114
Megami Tengoku,5.56,1290,0
Tennis no Ouji-sama: Zenkoku Taikai-hen - Semifinal,8.05,25378,56
47 Todoufuken Specials,5.57,143,0
Eyeshield 21: Jump Festa 2005 Special,6.88,4757,7
Neko Ramen: Ore no Shouyu Aji,6.19,318,0
Ninja Senshi Tobikage,7.29,2554,15
Dakaretai Onna,3.67,259,0
Rurouni Kenshin Special,7.44,11552,35
Crayon Shin-chan Movie 26: Bakumori! Kung Fu Boys - Ramen Tairan,7.78,482,2
"Slime Boukenki: Umi da, Yeah!",5.72,661,0
Di Gi Charat,6.82,13782,74
Dororon Enma-kun Meeramera,6.6,12919,22
Kaze wo Mita Shounen,6.81,4145,0
Suzumiya Haruhi no Shoushitsu,8.73,323704,8525
Tales of Symphonia The Animation: Sylvarant-hen,7.26,40723,156
La Seine no Hoshi,6.62,1299,3
Kintarou,6.45,150,0
Fushigi na Koala Blinky,6.42,572,1
Love Hina Final Selection,7.28,24328,20
Brave Story,7.54,29770,121
Tezuka Osamu no Buddha: Owarinaki Tabi,7.06,2151,1
Kanon,7.22,47171,248
Sarusuberi: Miss Hokusai,7.25,14417,31
Higurashi no Naku Koro ni Kira,6.58,55524,109
Magikano,6.48,26015,49
Kita e: Pure Session,5.71,289,1
Tatakau Shisho: The Book of Bantorra,7.33,43533,168
Gou-chan. Moko to Chinjuu no Mori no Nakama-tachi,6.11,172,0
Taimanin Asagi Special,6.47,3117,13
Kaizoku Ouji,7.18,185,0
Karugamo Oyako no Hi no Youjin,5.5,58,0
Naruto: Shippuuden Movie 2 - Kizuna,7.41,125270,189
Burning Village,5.71,162,0
Many Things SD Gundam,5.27,413,0
Youkai Watch: Best 10,6.14,355,0
Warau Salesman Dai SP-banashi,5.93,233,0
Yoligongju Loopy,5.31,113,0
Hermes: Ai wa Kaze no Gotoku,5.27,600,0
44-hiki no Neko,4.71,1100,3
Hokori Inu no Hanashi,5.54,125,0
Majo no Takkyuubin,8.29,215744,2020
Machi Ichiban no Kechinbou,5.88,186,0
Saiyuuki Reload,7.51,22448,100
Memories,7.8,50870,275
Dragon Ball: Episode of Bardock,7.35,43734,29
D.C.II: Da Capo II,7.02,28174,40
Gintama: Yorinuki Gintama-san on Theater 2D,8.52,18414,32
