title,type,source,episodes,airing,studio
Hikenai Guitar wo Hikundaze,Music,Music,1,False,
Rozen Maiden,TV,Manga,12,False,Nomad
Akuma to Himegimi,Movie,Unknown,1,False,Toei Animation
Super Speed,Music,Unknown,1,False,Studio 4°C
Phantom: Requiem for the Phantom,TV,Visual novel,26,False,Bee Train
Futari Ecchi,OVA,Manga,4,False,Chaos Project
Kyoto Animation: Hana-hen,Special,Original,1,False,Kyoto Animation
Initial D Battle Stage,OVA,Manga,1,False,Pastel
Cheburashka Arere?,TV,Book,26,False,GoHands
Devil May Cry,TV,Game,12,False,Madhouse
Ihatov Gensou: Kenji no Haru,Movie,Unknown,1,False,
Manga Kotowaja Jiten,TV,Unknown,88,False,Tsuchida Productions
Chuumon no Ooi Ryouriten (1991),Movie,Book,1,False,
Hyakka Ryouran: Samurai Girls,TV,Light novel,12,False,Arms
Hanayamata,TV,Manga,12,False,Madhouse
3D Kanojo: Real Girl,TV,Manga,12,True,Hoods Entertainment
Harmony,Movie,Novel,1,False,Studio 4°C
Jungle wa Itsumo Hare nochi Guu Deluxe,OVA,Manga,6,False,Shin-Ei Animation
Mai-HiME: Kuro no Mai/Saigo no Bansan,Special,Original,1,False,Sunrise
Sensou no Tsukurikata,ONA,Picture book,1,False,
Injuu Daikessen,OVA,Unknown,1,False,
Juusen Battle Monsuno,TV,Unknown,52,False,Larx Entertainment
Slow Start: Web Yokoku Movie,ONA,4-koma manga,11,False,A-1 Pictures
Tibet Inu Monogatari,Movie,Unknown,1,False,Madhouse
Charady no Joke na Mainichi,TV,Original,365,False,
Still,Music,Original,1,False,
Kikou Senki Dragonar,TV,Original,48,False,Sunrise
Hetalia: The World Twinkle Specials,Special,Manga,3,False,
Naki no Ryuu: Hiryuu no Shou (1991),OVA,Manga,1,False,
W&#039;z,TV,Original,0,False,GoHands
Soul Reviver,Special,Unknown,1,False,
Kokekkou-san,TV,Picture book,26,False,
Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special,OVA,Game,1,False,
Gin no Saji 2nd Season,TV,Manga,11,False,A-1 Pictures
Uma Musume: Pretty Derby (TV),TV,Game,0,True,P.A. Works
Kokoro Toshokan: Communication Clips,Special,Manga,1,False,
Kokoro Toshokan,TV,Manga,13,False,Studio Deen
Soukyuu no Fafner: Right of Left - Single Program,Special,Original,1,False,Production I.G
Armageddon,Movie,Unknown,1,False,
The Perfect World,Music,Original,1,False,
Idol Project,OVA,Unknown,4,False,Studio OX
New Initial D Movie: Legend 3 - Mugen,Movie,Manga,1,False,SANZIGEN
Seikai no Danshou: Tanjou,Special,Light novel,1,False,Sunrise
Shingeki no Kyojin Movie 3: Kakusei no Houkou,Movie,Manga,1,False,
Ikoku na Retro,OVA,Manga,1,False,
Detective Conan Movie 11: Jolly Roger in the Deep Azure,Movie,Manga,1,False,TMS Entertainment
Hitoriga The Animation,OVA,Manga,4,False,Office Take Off
Phantasm,Movie,Unknown,1,False,
"Uchiage Hanabi, Shita kara Miru ka? Yoko kara Miru ka?",Movie,Other,1,False,Shaft
Jiaoao de Jiangjun,Movie,Original,1,False,
Oi! Ryouma,TV,Manga,39,False,
An Ling Yu Shi Di Qi,TV,Original,13,False,
Appare! Momotarou no Koutsuu Anzen,OVA,Original,1,False,
Sumeba Miyako no Cosmos-sou Suttoko Taisen Dokkoida,TV,Light novel,12,False,ufotable
Pokemon Best Wishes! Season 2: Decolora Adventure - Iris vs. Ibuki! Dragon Master e no Michi!!,Special,Unknown,1,False,
Ore no Imouto ga Konnani Kawaii Wake ga Nai,TV,Light novel,12,False,AIC Build
Futari wa Precure: Splash☆Star Movie - Tick Tack Kiki Ippatsu!,Movie,Original,1,False,Toei Animation
Houkago no Ouji-sama,Special,Unknown,5,False,
Iruka to Shounen,TV,Unknown,13,False,Eiken
Yamato Nadeshiko Shichihenge♥,TV,Manga,25,False,Nippon Animation
Shirouto Kurabu,OVA,Unknown,1,False,
Koala Boy Kokki,TV,Original,26,False,
Shin Choujin Densetsu Urotsukidouji Mataiden,OVA,Unknown,2,False,
Aa! Megami-sama!: Sorezore no Tsubasa,TV,Manga,22,False,AIC
Hakata Tonkotsu Ramens,TV,Novel,12,False,Satelight
Monster Farm: Enbanseki no Himitsu,TV,Game,48,False,TMS Entertainment
Kono Aozora ni Yakusoku wo: Youkoso Tsugumi Ryou e,TV,Visual novel,13,False,Artland
Manga Revue Haru,Movie,Original,1,False,
Blame! Special,Special,Manga,1,False,Group TAC
Shounen Santa no Daibouken!,TV,Novel,24,False,Studio Deen
Abarenbou Rikishi!! Matsutarou,TV,Manga,23,False,Toei Animation
Shingeki no Kyojin Picture Drama,Special,Manga,9,False,Studio Moriken
Kaze no Kokyuu: Animation ni Yoru Oufuku Shokan,Movie,Original,1,False,
Usagi no Matthew,TV,Manga,0,True,
Dokkiri Doctor,TV,Manga,26,False,Studio Pierrot
Kuchao,Movie,Unknown,1,False,
Katte ni Shirokuma,OVA,Unknown,1,False,
Kizuna,OVA,Manga,2,False,
Ma ga Ochiru Yoru,OVA,Light novel,3,False,
Oshiri Kajiri Mushi (TV) 4th Season,TV,Music,10,False,Kinema Citrus
Minami-ke Okaeri,TV,Manga,13,False,Asread
Itazura Tenshi Chippo-chan,TV,Unknown,240,False,
Fate/Extra: Last Encore - Irusterias Tendouron,Unknown,Game,0,False,
Usavich,TV,Original,13,False,Kanaban Graphics
Jikuu Tantei Genshi-kun,TV,Original,39,False,Group TAC
Hyakka Ryouran: Samurai Bride Specials,Special,Light novel,6,False,Arms
Ryuu Seiki,OVA,Unknown,2,False,
Toushin Toshi II,OVA,Visual novel,3,False,
Pikotarou no Lullaby Lullaby,ONA,Original,3,False,DLE
Saru Masamune,Movie,Original,1,False,
Jungle Taitei Movie (1997),Movie,Manga,1,False,Tezuka Productions
Omakase Scrappers,TV,Unknown,39,False,JCF
Rio: Rainbow Gate!,TV,Other,13,False,Xebec
Romantica Clock,Special,Manga,3,False,
Meiji x Kokosake & anohana Receipt Oubo Campaign,Special,Original,2,False,
Urusei Yatsura Movie 6: Itsudatte My Darling,Movie,Manga,1,False,Madhouse
Aru Hi Inu no Kuni kara Tegami ga Kite,OVA,Manga,1,False,
Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries,ONA,Visual novel,10,False,ChuChu
JK to Ero Giin Sensei,OVA,Visual novel,2,False,PoRO
Pikkoman no Kichikumichi: Mayonaka no Milk Party,OVA,Unknown,1,False,
Code Geass: Hangyaku no Lelouch R2 Picture Drama,Special,Original,9,False,Sunrise
Chou Seimeitai Transformers Beast Wars Metals: Convoy Daihenshin!,Movie,Unknown,1,False,
Kaidan,Movie,Original,1,False,
Gregorio,Music,Music,1,False,
Megami Tantei Vinus File,OVA,Manga,1,False,
Puyo Puyo: Madou Monogatari,OVA,Game,1,False,
Meisou! Underworld,ONA,Manga,1,False,Studio Pierrot
Azure Nihon Data Center,ONA,Original,1,False,
Keroro Gunsou: KeroZero Shupattsudayo! Zeninshuugou!,Special,Unknown,1,False,Sunrise
Alps no Shoujo Heidi: Alm no Yama-hen,Movie,Unknown,1,False,Nippon Animation
Kono Subarashii Sekai ni Shukufuku wo! OVA,OVA,Light novel,1,False,Studio Deen
Qin Shi Ming Yue: Bai Bu Fei Jian,TV,Novel,10,False,Sparkly Key Animation Studio
Sanrio Anime Sekai Meisaku Gekijou,TV,Unknown,13,False,
Tight-rope,OVA,Manga,2,False,PrimeTime
Lao Fu Zi Shui Hu Chuan,Movie,Unknown,1,False,
Di Gi Charat: Hoshi no Tabi,Movie,Unknown,1,False,Madhouse
Soliton no Akuma,Movie,Unknown,1,False,
Wagamama☆Fairy Mirumo de Pon!,TV,Manga,172,False,Studio Hibari
The Snack World,Movie,Original,1,False,
Manichi ga Tsurai Kimochi Wakarimasu ka: Yurusenai! Net Ijime,OVA,Original,1,False,
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,TV,Original,25,False,Sunrise
Nyuru Nyuru!! Kakusen-kun 2nd Season,TV,Original,13,False,DLE
Hi no Youjin,Movie,Unknown,1,False,Sunrise
Sister Princess: Re Pure,TV,Light novel,13,False,Zexcs
Kaijuu no Ballad,Music,Music,1,False,
Ulysses 31 Pilot,Special,Unknown,1,False,TMS Entertainment
Seishoujo Kantai Virgin Fleet,OVA,Unknown,3,False,AIC
Chicchana Yukitsukai Sugar,TV,Original,24,False,J.C.Staff
Mai-Otome Zwei,OVA,Original,4,False,Sunrise
Master Keaton OVA,OVA,Manga,15,False,Madhouse
Konchuu Monogatari Tentoumu Chu! to Mitsubachi Hatsu Chu!,TV,Unknown,10,False,Tatsunoko Production
Matsubara-kun: Mackie E no Ouen Message,ONA,Original,1,False,
Hello Kitty no Nemureru Mori no Bijo,OVA,Unknown,1,False,
Layton Kyouju to Eien no Utahime,Movie,Game,1,False,OLM
Precure All Stars DX the Dance Live♥: Miracle Dance Stage e Youkoso,OVA,Original,1,False,Toei Animation
Tobidase! Machine Hiryuu,TV,Original,21,False,Toei Animation
Shounan Bakusouzoku,OVA,Manga,12,False,Toei Animation
Sore Ike! Anpanman: Yumeneko no Kuni no Nyanii,Movie,Unknown,1,False,
Toki no Tabibito: Time Stranger,Movie,Unknown,1,False,Madhouse
.hack//Versus: The Thanatos Report,Special,Unknown,1,False,
Brigadoon: Marin to Melan,TV,Original,26,False,Sunrise
Spocon!,OVA,Visual novel,2,False,
Inazuma Eleven Go: TCG CM NG-shuu,Special,Unknown,1,False,OLM
Corpse Party: Missing Footage,OVA,Visual novel,1,False,Asread
One Piece 3D: Mugiwara Chase,Movie,Manga,1,False,Toei Animation
Blossom,Movie,Unknown,1,False,Ordet
Yasai no Yousei: N.Y.Salad,TV,Unknown,26,False,
Kojin Toshi,Movie,Unknown,1,False,
Kitakaze no Kureta Table-kake,Movie,Other,1,False,Gakken Eigakyoku
Daikyouryuu Jidai,Movie,Unknown,1,False,Toei Animation
Ramayana: The Legend of Prince Rama,Movie,Unknown,1,False,
Himitsukessha Taka no Tsume NEO,TV,Unknown,38,False,DLE
Paboo & Mojies,TV,Original,52,False,Dongwoo A&amp;E
Pokemon Advanced Generation: Rekkuu no Houmonsha Deoxys,Movie,Game,1,False,OLM
gdgd Fairies 2,TV,Original,12,False,
Around,Movie,Original,1,False,
Hikari no Densetsu,TV,Manga,19,False,Tatsunoko Production
Tsuki to Azarashi,OVA,Book,1,False,
Haiyore! Nyaruko-san F,OVA,Light novel,1,False,Xebec
Kemeko Deluxe!,TV,Manga,12,False,Hal Film Maker
Chou Deneiban SD Gundam Sangokuden Brave Battle Warriors,Movie,Original,1,False,Sunrise
The Everlasting Guilty Crown,Music,Unknown,1,False,
Mahoutsukai Precure! Movie: Kiseki no Henshin! Cure Mofurun!,Movie,Original,1,False,Toei Animation
Peeping Life: The Perfect Extension,OVA,Unknown,10,False,
Kouchuu Ouja Mushiking: Mori no Tami no Densetsu,TV,Card game,52,False,TMS Entertainment
Yomigaeru Sora: Rescue Wings,TV,Original,12,False,J.C.Staff
Fr/day Night,Music,Music,1,False,
Awate Tokoya,Music,Music,1,False,
"Tamayura: Hitotose - Attakai Kaze no Omoide, Nanode",Special,Original,1,False,TYO Animations
Shin Reyon Densetsu: Mou Hitori no Flair,OVA,Unknown,1,False,
Karneval (TV),TV,Manga,13,False,Manglobe
Ojamajo Doremi Sharp Movie,Movie,Unknown,1,False,Toei Animation
Military!,TV,4-koma manga,12,False,Creators in Pack
MTV Japan Station ID,Special,Unknown,2,False,
Gakuen 3,OVA,Visual novel,2,False,
Taka no Tsume 7: Joou Heika no Jobuubu,Movie,Original,1,False,DLE
Cardfight!! Vanguard: Link Joker-hen,TV,Original,59,False,TMS Entertainment
Nonki na Tou-san Ryuuguu Mairi,Movie,Other,1,False,
Detective Conan Movie 02: The Fourteenth Target,Movie,Manga,1,False,TMS Entertainment
DRAMAtical Murder OVA: Data_xx_Transitory,Special,Visual novel,1,False,NAZ
Tasogare Otome x Amnesia,TV,Manga,12,False,Silver Link.
Yuuki Yuuna wa Yuushabu Shozoku 3,Movie,Manga,1,False,W-Toon Studio
Teekyuu 9,TV,Manga,12,False,Millepensee
Kiekaketa Monogataritachi no Tame ni,Movie,Original,1,False,
Hidamari Sketch x 365 Recap,Special,4-koma manga,1,False,Shaft
Gokusen,TV,Manga,13,False,Madhouse
Kemonozume,TV,Original,13,False,Madhouse
Ikoku Meiro no Croisée Picture Drama,Special,Manga,6,False,Satelight
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin,Movie,Other,4,False,Shaft
Yasashii Kinyoubi,Movie,Original,1,False,
Ashita Genki ni Nare!: Hanbun no Satsumaimo,Movie,Novel,1,False,
Ginga Tetsudou Monogatari: Eien e no Bunkiten,TV,Original,24,False,
Bleach Movie 1: Memories of Nobody,Movie,Manga,1,False,Studio Pierrot
Oshare Kozou wa Hanamaru,OVA,Unknown,1,False,Madhouse
Soap no Moko-chan,OVA,Manga,1,False,
Shimanchu MiRiKa,Special,Unknown,1,False,
Fuuka,TV,Manga,12,False,Diomedea
Ame no Ten Ten,Music,Original,1,False,
Level E,TV,Manga,13,False,Studio Pierrot
Highschool Aurabuster: Hikari no Mezame,OVA,Unknown,3,False,OLM
Imouto to Sono Yuujin ga Ero Sugite Ore no Kokan ga Yabai,OVA,Visual novel,2,False,Collaboration Works
Baymax,Music,Unknown,1,False,
Aoi Hitomi no Onnanoko no Ohanashi,Special,Unknown,1,False,Shin-Ei Animation
Cynical Hysterie Hour: Trip Coaster,Movie,Unknown,1,False,
Karo to Piyobupt: Sandwich,Movie,Unknown,1,False,
Reiju Gakuen,OVA,Unknown,2,False,
Hi☆sCoool! SeHa Girls Special,Special,Other,1,False,TMS Entertainment
Funassyi to Yukaina Kyoudai,ONA,Unknown,4,False,
Baby Baachan,TV,Original,53,False,
Koikishi Purely☆Kiss The Animation: Special Edition,Special,Visual novel,1,False,Seven
K: Seven Stories Movie 1 - R:B - Blaze,Movie,Original,1,False,GoHands
Ginga Eiyuu Densetsu: Arata Naru Tatakai no Overture,Movie,Novel,1,False,Magic Bus
Mobile Suit Gundam Unicorn,OVA,Novel,7,False,Sunrise
Tsuma no Haha Sayuri,OVA,Visual novel,2,False,Y.O.U.C
Ao Oni The Animation (Movie),Movie,Game,1,False,Studio Deen
Ojarumaru Yakusoku no Natsu Ojaru to Semira Movie,Movie,Unknown,1,False,Studio Gallop
Shunga,Movie,Original,1,False,
Yami Shibai,TV,Original,13,False,ILCA
Bloodivores,TV,Web manga,12,False,Creators in Pack
Hunter x Hunter: Greed Island Final,OVA,Manga,14,False,Nippon Animation
Kamisama no Inai Nichiyoubi,TV,Light novel,12,False,Madhouse
Eureka Seven AO,TV,Manga,24,False,Bones
Mad★Bull 34,OVA,Manga,4,False,Magic Bus
Daikuu Maryuu Gaiking,TV,Original,44,False,Toei Animation
Kikansha Yaemon,Movie,Unknown,1,False,Toei Animation
Detective Conan Movie 07: Crossroad in the Ancient Capital,Movie,Manga,1,False,TMS Entertainment
Daisougen to Hakuba,OVA,Unknown,1,False,Toei Animation
Muteki Robo Trider G7,TV,Original,50,False,Sunrise
"""Parade"" de Satie",Movie,Original,1,False,Yamamura Animation
Major S6,TV,Manga,25,False,SynergySP
Decadence: Remix,Music,Music,1,False,
Nana,TV,Manga,47,False,Madhouse
Black Jack: Sora kara Kita Kodomo,OVA,Unknown,1,False,
Luck & Logic,TV,Card game,12,False,Doga Kobo
Columbos,Movie,Unknown,1,False,
Black Shout,Music,Manga,1,False,
Sakura Taisen: Sumire,OVA,Unknown,1,False,
PES: Peace Eco Smile,ONA,Unknown,7,False,Studio 4°C
Burn Up Excess,TV,Original,13,False,Magic Bus
Lupin III: Nusumareta Lupin,Special,Manga,1,False,TMS Entertainment
Neko no Robu,TV,Original,0,True,Kachidoki Studio
Portrait,Movie,Unknown,1,False,
Kori no Koe,TV,Manga,0,False,Yumeta Company
Henkei Sakuhin Dai 2-ban,Movie,Unknown,1,False,
Okusama ga Seitokaichou! OVA: Okusama Gekijou,Special,Manga,7,False,Seven
Exper Zenon,OVA,Unknown,1,False,
Cluster Edge Specials,Special,Unknown,3,False,
Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen,OVA,Unknown,1,False,TMS Entertainment
Seikai no Senki Special,Special,Light novel,1,False,Sunrise
Mou Hitotsu no Nijiiro Toshi,Movie,Original,1,False,
HeatGuy J Special,Special,Original,1,False,Satelight
Junk Boy,OVA,Manga,1,False,Madhouse
Inakappe Taishou,TV,Unknown,104,False,Tatsunoko Production
Maze☆Bakunetsu Jikuu (TV),TV,Manga,25,False,J.C.Staff
Shukufuku no Campanella Specials,Special,Unknown,6,False,
Tantei Opera Milky Holmes: Summer Special,Special,Card game,1,False,J.C.Staff
MapleStory Special,Special,Game,1,False,Madhouse
Romeo no Aoi Sora,TV,Novel,33,False,Nippon Animation
Saimin☆Gakuen,OVA,Light novel,0,True,
Crusher Joe,Movie,Manga,1,False,Sunrise
Saiki Kusuo no Ψ-nan (TV),TV,Manga,120,False,J.C.Staff
Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,Movie,Manga,1,False,Shin-Ei Animation
Nar Doma Special,Special,Web manga,1,False,Kachidoki Studio
Otogi Story Tenshi no Shippo Specials,OVA,Unknown,2,False,
Owari no Seraph: Nagoya Kessen-hen,TV,Manga,12,False,Wit Studio
Pretty Rhythm: Rainbow Live,TV,Game,51,False,Tatsunoko Production
Ikedaya Soudou,Movie,Original,1,False,
Kara no Kyoukai 8: Shuushou,Special,Light novel,1,False,ufotable
Golgo 13: Queen Bee,OVA,Manga,1,False,
Seitokai no Ichizon,TV,Light novel,12,False,Studio Deen
Saiki Kusuo no Ψ-nan (TV) 2,TV,Manga,24,True,J.C.Staff
Pokemon Diamond & Pearl,TV,Game,191,False,OLM
Sora no Otoshimono: Forte,TV,Manga,12,False,AIC A.S.T.A.
Minihams no Kekkon Song,Music,Unknown,1,False,
Pokemon Diamond & Pearl: Clip Show,Special,Game,1,False,OLM
Origami Warriors,TV,Unknown,52,False,
Dennou Coil,TV,Original,26,False,Madhouse
Haunted Junction,TV,Manga,12,False,Studio Deen
Meikyoku to Dai Sakkyokka Monogatari,OVA,Original,9,False,
Tough Guy!,Movie,Unknown,1,False,
Akina to Onsen de H Shiyo!,OVA,Original,1,False,
Auction: Bijo Dorei,OVA,Unknown,1,False,
Ujusonyeon Kaesi,Movie,Unknown,1,False,
Agigongryong Doolie (Movie),Movie,Unknown,1,False,
Boku wa Konomama Kaeranai,OVA,Manga,1,False,J.C.Staff
xxxHOLiC Kei,TV,Manga,13,False,Production I.G
Princess Nine: Kisaragi Joshikou Yakyuubu,TV,Original,26,False,Phoenix Entertainment
Sekai de Ichiban Tsuyoku Naritai!,TV,Manga,12,False,Arms
Versailles no Bara to Onna-tachi,Special,Unknown,1,False,
Hong Xing Xiao Yong Shi,Movie,Unknown,1,False,
FunaQ: Funassyi to Soutai-kun,ONA,Other,14,False,
Yakumo Tatsu,OVA,Manga,2,False,Studio Pierrot
Bouken Korobokkuru,TV,Unknown,26,False,Tatsunoko Production
Hakken Taiken Daisuki! Shimajirou,TV,Original,101,False,
Ghost in the Shell: Stand Alone Complex 2nd GIG,TV,Manga,26,False,Production I.G
Nineko Gelée,ONA,Original,0,True,DLE
Shin Koihime†Musou,TV,Visual novel,12,False,Doga Kobo
Strike the Blood II,OVA,Light novel,8,False,Silver Link.
Gamba to Kawauso no Bouken,Movie,Unknown,1,False,
Tamayura: Sotsugyou Shashin Part 2 - Hibiki,Movie,Original,1,False,TYO Animations
Keroro,TV,Unknown,23,False,Sunrise
Doraemon: Doraemon Comes Back (Movie),Movie,Unknown,1,False,
Backkom Meogeujan Yeohaeng,Movie,Original,1,False,RG Animation Studios
Jeremy no Ki,OVA,Unknown,1,False,
Lord of Vermilion IV,ONA,Game,0,True,
Majin Tantei Nougami Neuro,TV,Manga,25,False,Madhouse
Garakuta-doori no Stain,TV,Unknown,13,False,
3-Nen C-Gumi 14-Ban Kubozono Chiyoko no Nyuukaku,Music,Music,1,False,
Kobato.,TV,Manga,24,False,Madhouse
Choujuu Densetsu Gestalt,OVA,Manga,2,False,
Taiyou no Ouji: Horus no Daibouken,Movie,Unknown,1,False,Toei Animation
Grimm Masterpiece Theater II,TV,Other,23,False,Nippon Animation
Tekkon Kinkreet Pilot,Special,Manga,1,False,
One Room,TV,Original,12,False,TYPHOON GRAPHICS
Shouwa Ahozoushi Akanuke Ichiban!,TV,Manga,22,False,Tatsunoko Production
Inazuma Eleven Go: Chrono Stone,TV,Game,51,False,OLM
Blend,Movie,Original,1,False,
Makyou Densetsu Acrobunch,TV,Unknown,24,False,
Megumi to Taiyou: Kajuu Gummi Tweet Love Story,Special,Original,1,False,Madhouse
Tentai Senshi Sunred 2nd Season,TV,Manga,26,False,AIC A.S.T.A.
Kakyuusei 2: Hitomi no Naka no Shoujo-tachi,TV,Visual novel,13,False,Arms
Chibi Maruko-chan (1995),TV,Manga,0,True,Nippon Animation
Mukashi Mukashi Momotarou,Movie,Other,1,False,
Animation!,OVA,Unknown,13,False,
Kuroko no Basket 2nd Season,TV,Manga,25,False,Production I.G
Mujin Wakusei Survive,TV,Original,52,False,Madhouse
Mei to Koneko Bus,Special,Original,1,False,Studio Ghibli
Dash! Kappei,TV,Unknown,65,False,Tatsunoko Production
Yume no Ukiyo ni Saitemina,Music,Unknown,1,False,Trigger
Kidou Senkan Nadesico: The Prince of Darkness,Movie,Original,1,False,Xebec
Shiroki Tenshi-tachi no Rondo,OVA,Unknown,2,False,
Wana: Hakudaku Mamire no Houkago,OVA,Visual novel,2,False,
Makai Ouji: Devils and Realist,TV,Manga,12,False,Doga Kobo
Maburaho,TV,Light novel,24,False,J.C.Staff
Tales of the Rays,ONA,Game,1,False,Wit Studio
Otome Hime,OVA,Manga,1,False,
Peach Command Shin Momotarou Densetsu,TV,Game,24,False,Knack Productions
Hanada Shounen-shi,TV,Manga,25,False,Madhouse
Cyborg 009: Call of Justice 3,Movie,Manga,1,False,OLM Digital
Mouryou no Hako,TV,Novel,13,False,Madhouse
Saishuu Chikan Densha Next,OVA,Visual novel,2,False,Office Takeout
Sin: Nanatsu no Taizai Zange-roku,ONA,Other,12,False,Artland
Furusato Japan,Movie,Original,1,False,
Interlude,OVA,Visual novel,3,False,Toei Animation
Poputepipikku,TV,4-koma manga,12,False,Kamikaze Douga
Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,Movie,Unknown,1,False,Shin-Ei Animation
Ponta to Ensoku,OVA,Unknown,1,False,
Yakusoku (ONA),ONA,Original,1,False,
Spo-chan Taiketsu: Youkai Daikessen,Movie,Unknown,1,False,
Odoriko Clinoppe,TV,Unknown,26,False,
The iDOLM@STER,TV,Game,25,False,A-1 Pictures
Nemurenu Yoru no Chiisana Ohanashi,OVA,Unknown,3,False,
Passion,Music,Unknown,1,False,Studio 4°C
Mahoutsukai no Yome Recap,Special,Manga,1,False,Wit Studio
Toji no Miko,TV,Original,24,True,Studio Gokumi
Sword Art Online Alternative: Gun Gale Online - Refrain,Special,Light novel,1,False,Studio 3Hz
Angel Heart,TV,Manga,50,False,TMS Entertainment
Princess Rouge,OVA,Original,2,False,J.C.Staff
Usavich II,TV,Original,13,False,Kanaban Graphics
Kirameki☆Project,OVA,Unknown,5,False,Studio Fantasia
Junjou Shoujo Et Cetera,OVA,Manga,2,False,Studio 1st
Himitsukessha Taka no Tsume The Movie 1: Soutou wa Nido Shinu,Movie,Unknown,1,False,DLE
Gakkou no Kowai Uwasa: Hanako-san ga Kita!!,TV,Unknown,35,False,Group TAC
Otome Dori,OVA,Manga,2,False,Seven
Ghost in the Shell: The New Movie Virtual Reality Diver,Special,Manga,1,False,Production I.G
Sora Iro no Tane,Special,Picture book,1,False,Studio Ghibli
Ijime Stop! Kintarou Kokoro Chikaramochi,OVA,Original,1,False,
Koutetsu no Majo Annerose,OVA,Visual novel,4,False,
Moving Colors,Movie,Original,1,False,
Ore no Sora Keiji-hen,OVA,Unknown,2,False,
"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite Gets♥Sareta Ken Specials",Special,Light novel,6,False,Silver Link.
Challenge Ichinensei de Kakkoii Ichinensei ni Henshin!,OVA,Unknown,1,False,
PriPri Chii-chan!!,TV,Manga,36,False,OLM
Sekai Meisaku Douwa,OVA,Unknown,20,False,
Kämpfer Picture Drama,Special,Light novel,1,False,Nomad
Mouretsu Pirates,TV,Light novel,26,False,Satelight
Kai Doh Maru,OVA,Original,1,False,Production I.G
Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,TV,Game,12,False,Lerche
Uchuu Neko: Mardock no Bouken,ONA,Original,4,False,Asura Film
Channel 5.5 3rd Season,ONA,Unknown,4,False,DLE
Perman (1983) Specials,Special,Unknown,3,False,Shin-Ei Animation
Kamiusagi Rope Movie Episode 0,ONA,Original,1,False,
Go! Princess Precure,TV,Original,50,False,Toei Animation
Detective Conan: City Exploration! Get the Animal Mark!,OVA,Unknown,1,False,
